,Bevl_1,Bevl_2,Bevl_3,Burn1_1,Burn1_2,Burn1_3,Burn1_4,Mot_Stress_1,Mot_Stress_2,Mot_Stress_4,Onnodige_stress_1,Onnodige_stress_2,Onnodige_stress_3,Onnodige_stress_4,Onnodige_stress_5,Onnodige_stress_6,Onnodige_stress_7,Onnodige_stress_8,Onnodige_stress_9,Onnodige_stress_10,Leefst,Cantrill_1,Q297_1,Depr_1,Depr_2,Depr_3,Depr_4,Depr_5,Depr_6,Depr_7,Depr_8,Cijfer_huidig_1,Vertr,StopInt,Hulp_1,Hulp_2,Hulp_3,Bekendgebruik_1,Bekendgebruik_2,Bekendgebruik_3,Bekendgebruik_4,Bekendgebruik_5,Bekendgebruik_6,Bekendgebruik_7,Cogn_Eng1_1,Cogn_Eng1_2,Cogn_Eng1_3,Cogn_Eng1_4,Cogn_Eng1_5,Cogn_Eng1_6,Cogn_Eng2_1,Cogn_Eng2_2,Cogn_Eng2_3,Cogn_Eng2_4,Cogn_Eng2_5,Cogn_Eng2_6,Cogn_Eng2_7,Cogn_Eng2_8,Partici1_1,Partici1_2,Partici1_3,Partici1_4,Stopint2,Betrok_Ouders,Werk_1,Zorg_1,Zorg_2,Zorg_3,Zorg_4,Zorg_5,Zorg_6,Pres_1,Pres_2,Pres_12,Veer_1,Veer_2,Veer_3,Veer_4,Veer_5,Veer_6,Cogregiedocent_1,Cogregiedocent_2,Cogregiedocent_3,Cogregiedocent_4,Cogregiedocent_5,Cogregiedocent_6,Extr_eng2_1,Extr_eng2_2,Extr_eng2_3,Domein,Geslacht,Leeftijd,Locatie,Studiejaar,Uitwissel,Vooropleid,Woonsit
879,4,4,3,3,2,2,3,7,6,6,3,3,2,3,4,2,2,3,4,1,3,7.0,6.0,2,3,2,3,2,3,2,3,6.8,4,0,1,1,1,1,1,2,1,1,1,1,4,4,4,5,5,5,4,4,4,4,4,4,3,4,3,1,2,2,1,4,20.0,3,2,4,3,2,3,4,3,3,2,4,4,3,2,2,4,4,4,3,4,3,3,2,3,"Agri, Food and Life Sciences (AFL)",Man,23,Delft,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
880,3,5,4,2,2,1,1,9,5,9,2,,,4,4,4,,5,,,5,10.0,7.0,1,1,2,4,1,4,1,2,8.1,1,0,1,1,1,1,1,2,3,1,1,1,4,4,2,5,5,5,5,5,5,3,3,5,4,4,1,3,1,1,1,4,10.0,2,2,2,4,2,1,4,2,4,5,1,1,3,4,1,4,4,5,3,5,5,4,4,3,Verloskunde Academie,Vrouw,22,Groningen (Verloskunde Academie),4,0,Havo,Met mijn partner / een relatie
881,2,3,1,4,3,3,4,3,7,5,,1,,3,,3,,4,2,,4,8.0,7.0,1,2,2,1,1,3,2,3,6.3,2,0,3,1,1,1,1,1,1,1,1,1,4,5,3,5,4,3,3,5,5,5,3,5,2,3,1,1,3,3,1,4,2.0,2,1,4,4,1,1,1,5,1,4,2,2,2,4,2,5,4,5,2,3,3,2,2,2,Verloskunde Academie,Vrouw,24,Groningen (Verloskunde Academie),5 of hoger,0,Havo,Met mijn partner / een relatie
882,3,2,2,3,3,3,4,5,7,4,3,3,4,4,4,4,4,4,4,4,3,6.0,4.0,2,2,2,2,2,2,2,2,6.0,2,0,2,2,2,2,2,3,2,2,2,2,3,3,4,5,3,3,3,2,2,2,3,4,3,3,3,2,2,2,,5,5.0,4,4,3,3,3,4,4,4,5,2,4,4,4,2,4,3,2,2,3,4,4,4,2,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
883,1,4,2,3,3,4,4,6,8,6,3,2,2,5,2,5,5,5,3,2,5,6.0,9.0,2,3,2,2,2,2,2,3,8.0,0,0,1,1,2,2,1,2,1,1,1,1,4,3,3,4,4,4,4,3,3,4,3,5,4,4,4,2,1,1,1,1,,4,4,3,4,1,1,5,2,3,3,4,4,4,4,4,4,3,4,4,4,3,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,25,Amsterdam,1,0,Mbo,Met mijn partner / een relatie
884,4,5,3,3,3,4,2,8,10,5,3,1,5,4,,5,5,1,4,,3,7.0,10.0,1,3,2,3,2,3,2,2,5.9,0,0,3,3,3,2,3,2,2,1,1,1,4,5,3,5,4,5,4,5,5,5,4,5,5,4,4,3,3,1,1,5,16.0,2,3,5,5,5,5,5,5,5,4,4,3,4,3,3,1,1,5,5,5,5,3,3,3,Creative Business (CB),Vrouw,21,Amsterdam,1,1,Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels),Alleen
885,4,3,2,1,2,3,3,7,1,8,3,3,4,2,3,2,2,2,3,2,4,8.0,6.0,2,2,3,3,2,3,3,1,9.8,0,1,1,1,1,2,2,2,2,1,1,1,4,5,2,4,5,5,4,4,4,2,2,5,5,5,3,2,2,3,,4,28.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,19,Amsterdam,1,1,Havo,Alleen
886,3,3,2,3,3,3,3,6,6,7,4,4,4,4,4,4,4,4,4,5,3,1.0,3.0,4,2,2,2,2,2,2,2,6.1,2,0,3,2,2,2,1,2,2,2,2,2,4,3,1,1,4,4,3,3,2,3,3,2,2,3,3,3,3,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
887,3,5,4,3,3,2,2,8,7,9,1,2,2,1,3,3,5,3,3,2,4,6.0,8.0,2,2,2,3,1,3,2,1,5.6,3,0,3,1,3,2,2,3,1,1,1,1,5,5,2,5,5,4,4,3,2,2,3,4,4,4,2,1,1,1,1,4,12.0,4,2,2,2,1,2,4,3,3,3,3,3,4,2,4,4,4,2,3,3,4,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
888,3,4,4,3,4,4,3,9,8,6,5,3,3,4,4,2,4,2,5,5,5,6.0,8.0,1,4,3,3,1,3,2,2,7.3,0,0,1,1,1,2,2,2,2,2,2,2,4,5,3,5,5,5,4,4,4,5,4,5,4,5,3,1,1,1,1,4,15.0,3,3,2,3,5,3,5,3,2,3,2,3,3,3,3,4,5,5,5,5,5,5,5,5,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
889,2,5,2,3,3,3,3,7,6,6,4,3,2,3,4,4,4,2,5,1,4,4.0,7.0,2,4,3,2,2,1,1,3,6.0,0,0,3,2,2,2,2,2,1,1,1,1,2,5,4,5,2,3,3,1,1,3,1,5,1,1,3,1,1,1,1,1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Man,20,Amsterdam,1,1,Havo,Alleen
890,2,4,4,3,3,3,3,9,6,6,3,3,3,3,3,3,3,3,3,3,4,8.0,9.0,2,2,2,2,2,2,2,2,7.7,0,1,1,1,1,2,2,2,2,2,2,2,5,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,41.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,18,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
891,3,4,5,3,2,3,4,6,8,8,3,5,2,4,5,,4,4,4,1,4,7.0,7.0,3,2,1,3,1,4,1,2,5.7,2,1,2,3,3,2,3,3,1,1,1,1,4,4,4,4,5,4,4,4,4,4,5,5,1,4,4,1,3,2,1,5,15.0,4,4,3,4,1,3,4,4,5,4,2,2,5,3,4,3,4,5,5,5,3,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Man,18,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
892,3,4,3,2,3,3,2,8,6,6,2,4,1,3,3,3,3,2,3,1,3,9.0,7.0,1,1,2,3,1,3,1,1,6.5,2,0,1,1,1,2,2,2,2,1,1,1,4,4,1,4,4,5,4,4,4,4,3,5,4,4,3,2,1,3,1,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,20,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
893,2,2,3,3,4,2,4,3,2,6,2,3,2,3,2,2,3,2,2,4,2,2.0,7.0,1,2,2,2,2,3,1,3,5.5,2,1,1,1,1,2,2,2,1,1,1,1,3,4,4,5,3,3,4,2,3,4,2,4,3,3,2,1,3,3,,5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,18,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
894,2,4,2,1,3,5,3,8,7,7,3,3,,,,,4,1,3,3,3,7.0,9.0,3,2,4,2,2,2,3,3,8.0,4,1,3,3,1,2,1,2,1,1,1,1,3,5,5,5,4,2,2,2,3,3,2,5,3,4,3,3,1,1,,1,24.0,3,3,4,3,4,4,3,4,1,3,3,3,4,3,3,5,3,4,3,4,4,3,1,1,Onderwijs en Innovatie (ONI),Man,35,Alkmaar,1,0,Vwo,Met mijn partner / een relatie
895,3,4,4,2,3,3,3,9,4,9,3,3,2,3,3,3,2,2,2,2,4,8.0,9.0,1,1,1,4,1,4,1,1,8.0,0,0,1,1,1,2,1,2,1,1,2,1,5,4,4,4,4,4,4,3,2,3,3,4,2,3,2,2,2,2,1,5,10.0,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,3,4,4,4,4,4,4,4,4,Creative Business (CB),Vrouw,21,Haarlem,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
896,1,3,2,3,3,5,5,5,7,7,2,3,2,3,5,3,4,3,3,3,3,7.0,6.0,2,1,3,3,1,3,2,2,7.5,0,0,1,1,1,2,2,2,2,1,1,1,3,5,3,4,3,3,4,4,3,3,3,4,2,3,2,1,3,2,1,4,15.0,3,3,4,3,1,3,3,3,1,3,4,3,4,2,3,3,2,3,3,4,3,4,3,4,Creative Business (CB),Vrouw,18,Haarlem,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
897,3,4,3,2,1,3,2,9,3,8,1,,,2,2,2,2,1,1,1,4,9.0,5.0,1,2,1,3,1,3,1,1,7.9,0,0,1,1,1,2,2,2,2,2,2,2,4,5,2,4,5,5,4,4,3,3,3,4,2,3,3,2,2,1,1,4,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,18,Haarlem,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
898,3,4,3,3,3,4,3,8,7,7,2,3,4,5,5,4,5,3,4,2,4,7.0,6.0,2,4,1,3,2,3,2,4,6.5,2,0,2,1,3,2,1,3,1,1,1,1,3,4,4,4,3,3,3,5,4,4,3,5,3,3,2,1,1,1,1,3,10.0,3,4,3,4,5,3,4,4,4,3,4,4,5,2,4,4,2,3,3,4,2,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Man,22,Haarlem,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
899,3,5,4,2,1,1,1,10,6,8,,3,,3,,3,3,1,2,1,4,9.0,8.0,1,2,2,3,1,3,1,2,8.0,0,0,1,1,1,2,2,2,2,2,2,2,5,2,2,4,4,5,4,4,3,4,2,4,3,3,3,1,1,1,1,2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,27,Haarlem,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
900,2,4,4,3,3,5,4,8,7,7,1,3,1,1,4,2,1,1,4,5,4,6.0,6.0,2,3,3,2,1,2,1,4,7.1,0,0,2,1,1,2,2,2,2,2,2,2,4,5,4,5,4,5,5,4,3,5,3,5,4,2,4,1,3,4,1,3,32.0,2,4,5,1,1,2,5,2,2,2,2,2,2,3,3,5,1,3,1,1,2,2,1,2,"Gezondheid, Sport en Welzijn (GSW)",Man,18,Haarlem,1,0,Havo,In een studentenhuis / met meerdere studenten samen
901,1,4,4,4,4,4,5,6,8,6,,,,3,4,4,4,4,4,4,3,5.0,6.0,3,3,3,2,2,3,2,3,7.1,0,0,1,1,1,2,1,3,1,1,2,1,5,5,3,3,2,2,3,3,3,3,2,3,1,2,3,1,1,4,1,1,32.0,3,4,3,2,4,4,5,3,4,3,4,4,4,4,5,3,5,3,3,4,4,4,3,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Haarlem,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
902,4,4,4,3,2,2,2,8,7,7,1,2,2,2,2,2,3,4,4,3,4,8.0,6.0,2,1,3,2,1,3,2,2,6.6,2,0,3,1,1,2,2,3,1,1,1,1,5,3,3,4,3,4,4,4,4,4,4,5,4,4,3,3,2,4,,4,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,19,Haarlem,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
903,3,4,4,2,2,1,2,8,4,8,,3,2,3,4,,2,2,3,2,3,7.0,5.0,1,1,2,3,1,3,1,1,7.0,0,0,1,1,1,2,1,2,1,2,1,1,4,5,1,4,5,5,4,5,4,4,4,5,4,4,3,1,3,3,1,4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,17,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
904,3,2,2,2,2,4,5,2,6,6,4,5,4,4,5,5,3,5,5,5,2,4.0,4.0,3,3,3,2,3,2,3,2,6.6,0,1,1,1,1,2,1,1,1,1,2,1,2,3,4,4,3,2,4,2,3,1,1,4,1,1,1,3,1,3,,2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,17,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
905,3,4,4,3,3,4,2,8,7,8,4,1,3,3,3,1,3,3,2,1,4,7.0,8.0,2,2,3,3,1,3,2,2,8.8,0,0,1,1,1,2,2,2,1,1,1,1,4,5,3,5,5,5,5,5,5,5,5,5,4,4,4,1,1,1,1,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,40,Den Haag,1,0,Mbo,Met mijn partner / een relatie
906,4,4,3,3,3,4,3,7,6,8,2,3,3,3,3,3,2,2,2,2,2,6.0,7.0,2,2,2,2,2,2,2,2,7.0,0,0,1,1,3,2,1,2,1,1,1,1,3,4,1,4,4,4,4,4,4,3,4,4,4,4,3,1,1,1,1,4,40.0,3,4,2,4,1,4,4,4,4,2,4,4,4,3,4,4,2,4,3,4,4,4,3,3,Onderwijs en Innovatie (ONI),Vrouw,40,Den Haag,1,0,Mbo,Alleen
907,3,3,3,3,2,2,2,8,6,7,1,2,2,2,2,3,2,1,1,1,4,8.0,7.0,2,2,2,3,1,3,2,2,8.1,0,0,1,1,1,2,2,2,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,3,3,3,1,1,2,1,5,32.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,32,Den Haag,1,0,Mbo,Met mijn partner / een relatie
908,3,4,3,3,4,4,3,6,7,6,2,3,3,5,4,5,4,4,3,1,3,6.0,7.0,2,3,2,2,1,2,2,3,5.5,0,0,1,1,1,2,1,2,1,1,1,1,3,4,4,5,4,3,3,3,4,4,4,5,4,4,3,2,1,3,1,3,0.0,4,3,3,2,2,2,5,3,3,2,4,3,4,3,4,4,3,4,4,4,4,4,3,2,Onderwijs en Innovatie (ONI),Vrouw,17,Den Haag,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
909,2,4,3,3,4,2,5,7,3,4,3,5,,5,4,,4,1,3,2,3,4.0,6.0,3,2,2,1,2,2,3,4,6.4,0,0,1,1,3,2,1,2,1,1,3,1,3,4,5,2,3,2,1,1,1,3,2,4,1,4,4,4,3,1,1,3,15.0,3,2,3,3,4,4,2,3,2,1,4,4,4,2,5,3,3,3,4,3,3,4,5,4,"Agri, Food and Life Sciences (AFL)",Anders,18,Delft,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
910,3,4,3,3,3,4,4,7,8,7,2,4,3,5,4,4,5,3,4,4,4,6.0,9.0,3,3,1,2,2,2,2,3,7.0,0,0,3,1,3,2,2,2,1,1,1,1,4,4,3,4,4,3,4,3,4,3,3,4,4,4,3,2,2,2,,4,8.0,4,4,4,2,3,3,4,3,4,2,4,3,3,4,3,4,3,4,4,4,4,4,3,3,Onderwijs en Innovatie (ONI),Vrouw,19,Dordrecht,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
911,3,4,4,3,1,3,2,6,4,6,2,3,3,3,4,3,3,3,3,3,4,8.0,7.0,2,2,2,3,2,3,2,2,6.5,0,0,1,1,1,2,2,2,1,1,1,1,4,4,3,5,4,4,5,4,5,4,4,5,4,5,4,3,1,3,1,5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,23,Dordrecht,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
912,2,2,2,4,4,2,4,5,6,4,3,4,3,4,2,2,4,3,5,1,3,7.0,8.0,2,3,4,3,1,3,2,2,6.0,0,1,1,1,1,2,1,2,1,1,1,1,4,3,3,3,4,4,4,4,4,3,4,5,3,3,3,4,2,3,1,4,6.0,3,1,3,1,1,2,4,4,2,4,4,4,4,2,4,3,3,4,3,3,3,4,3,4,Onderwijs en Innovatie (ONI),Vrouw,18,Dordrecht,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
913,3,4,3,3,3,4,3,7,7,7,2,3,2,2,3,5,3,3,4,1,4,6.0,8.0,2,2,4,2,2,2,2,2,7.3,0,0,1,1,2,2,2,2,1,1,1,1,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,1,1,1,1,1,27.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,23,Dordrecht,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
914,3,4,3,3,2,4,3,8,6,8,4,3,5,5,5,3,3,3,4,3,3,6.0,8.0,2,2,1,3,2,3,2,2,6.5,0,0,1,1,1,2,1,2,1,1,1,1,4,4,3,4,4,4,4,4,4,3,3,4,3,4,3,2,2,2,1,3,5.0,2,3,2,3,4,3,5,3,2,4,3,3,4,3,3,3,3,4,4,4,4,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Amsterdam,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
915,4,4,4,1,1,1,2,8,2,8,,,,2,3,2,2,,,2,3,8.0,7.0,1,1,1,4,1,4,2,1,7.5,0,0,1,1,1,2,2,2,2,1,1,1,3,4,2,4,4,5,4,4,4,4,4,5,3,4,2,1,2,4,1,5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
916,3,5,4,2,2,2,2,8,7,8,3,3,3,4,4,4,,3,3,3,4,7.0,6.0,1,1,2,3,2,3,1,1,6.8,0,0,1,1,1,2,2,2,1,1,1,1,4,4,2,4,5,5,4,4,4,3,3,4,3,4,2,2,2,3,1,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,Verloskunde Academie,Vrouw,21,Amsterdam,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
917,2,4,3,3,4,4,4,5,8,6,2,3,3,3,4,3,4,3,3,4,4,6.0,8.0,3,3,3,2,3,2,3,4,7.5,0,1,3,1,3,2,1,3,1,1,1,1,3,5,4,4,3,3,3,3,4,3,3,4,2,3,2,1,2,2,1,3,14.0,4,3,4,3,4,4,4,4,3,2,5,5,5,1,5,3,3,3,4,4,3,4,2,2,"Agri, Food and Life Sciences (AFL)",Vrouw,20,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
918,3,4,3,4,3,4,3,6,8,7,5,4,4,4,3,4,3,4,3,4,4,6.0,5.0,2,2,2,3,3,3,2,3,6.6,2,0,1,1,1,2,2,2,1,1,1,1,4,4,4,3,4,3,4,4,3,3,4,3,4,3,3,2,2,2,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
919,3,4,5,5,3,4,3,6,9,5,3,5,2,5,4,5,2,3,4,2,3,7.0,2.0,2,1,2,3,2,4,4,1,7.6,3,1,3,1,3,2,3,2,3,2,3,2,4,4,3,5,4,5,5,5,5,5,4,5,3,4,4,4,1,1,1,3,22.0,5,3,4,4,5,3,5,3,1,3,4,3,5,2,4,5,1,3,2,5,2,1,1,1,Creative Business (CB),Vrouw,18,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
920,2,3,3,4,4,3,2,6,3,6,5,4,2,2,4,1,2,3,4,1,3,7.0,6.0,1,1,2,2,1,3,2,2,7.0,0,0,3,1,1,2,2,2,2,1,1,1,3,5,3,3,4,5,4,4,3,4,3,5,4,3,2,1,2,1,1,3,30.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Man,21,Amsterdam,2,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
921,3,5,4,3,2,3,2,8,7,9,,4,,4,4,,,2,3,2,4,9.0,7.0,1,2,2,4,1,4,2,2,7.6,0,0,1,1,1,2,2,2,1,1,1,1,5,5,2,5,5,5,4,4,4,3,3,5,4,4,3,1,1,1,1,4,31.0,2,2,2,1,1,1,4,4,2,4,4,2,2,2,3,5,5,4,5,5,4,5,5,5,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,27,Amsterdam,2,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
922,3,4,4,3,2,4,4,7,8,6,5,5,5,5,5,4,3,4,4,2,2,5.0,5.0,2,3,3,2,3,2,2,3,7.0,0,0,2,3,2,2,2,3,1,1,1,1,4,4,3,4,4,5,2,2,2,2,2,4,4,4,4,4,4,4,1,3,21.0,4,4,2,5,5,2,4,2,4,4,3,4,4,3,3,3,3,2,4,3,4,4,3,4,"Agri, Food and Life Sciences (AFL)",Man,23,Amsterdam,2,0,Vwo,In een studentenhuis / met meerdere studenten samen
923,3,3,4,2,1,2,3,6,3,5,,4,2,2,4,4,1,2,4,4,3,6.0,8.0,2,2,1,3,2,4,1,2,7.5,0,0,2,1,3,2,1,2,1,1,1,1,4,3,3,5,3,5,4,4,3,2,4,4,4,3,2,2,4,1,1,3,,2,4,3,3,2,3,3,3,4,4,2,2,2,4,2,4,2,5,4,4,4,3,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Man,20,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
924,3,4,3,1,1,1,2,8,3,8,2,2,2,2,2,3,1,1,2,1,4,8.0,9.0,1,1,2,3,1,3,1,2,7.5,0,0,1,1,1,2,2,2,1,1,1,1,4,2,1,5,4,5,3,3,3,4,3,5,4,4,2,1,1,1,1,3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Man,22,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
925,2,3,2,4,4,3,3,4,9,3,5,5,3,2,4,4,1,2,4,1,3,5.0,6.0,2,2,1,2,3,2,2,3,7.0,0,1,1,1,1,2,2,2,1,1,1,1,3,4,2,4,3,4,3,3,4,3,2,4,3,3,3,2,2,2,1,3,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,25,Alkmaar,2,0,Mbo,Alleen
926,3,3,4,5,4,4,3,10,10,1,1,5,2,4,4,5,2,3,5,1,5,4.0,7.0,3,3,4,1,2,2,3,2,7.3,0,1,1,1,1,2,1,1,1,1,1,1,5,5,2,5,1,2,5,3,3,3,3,5,3,2,3,1,3,1,1,3,19.0,3,3,5,2,3,4,4,5,3,4,2,3,4,4,2,4,4,2,3,3,2,2,2,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,36,Alkmaar,2,0,Mbo,Anders
927,4,4,4,3,2,2,2,9,6,8,3,3,,,3,2,1,1,3,1,5,7.0,8.0,1,1,2,4,1,3,1,1,8.6,2,0,1,1,1,2,1,3,1,1,2,1,4,5,2,5,4,4,5,5,5,5,3,5,3,4,2,3,4,2,1,1,20.0,1,1,3,2,4,2,4,2,3,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Alkmaar,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
928,2,4,3,4,4,4,4,6,8,7,,3,3,4,5,4,3,4,4,4,4,8.0,6.0,2,2,3,4,1,4,1,3,6.6,2,0,3,1,1,2,1,2,1,1,1,1,4,3,5,4,4,4,4,4,4,4,3,4,3,3,1,1,3,3,1,5,10.0,4,3,3,4,2,3,5,4,4,3,4,4,4,4,3,4,3,5,4,4,4,3,3,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
929,2,4,3,4,4,4,2,7,9,7,2,2,2,3,2,3,5,2,2,3,4,8.0,9.0,1,2,2,4,1,4,1,1,6.5,1,0,1,1,2,2,2,3,2,1,3,1,5,4,4,5,5,5,5,4,4,4,3,4,3,4,2,3,3,3,1,5,12.0,4,2,2,2,1,2,5,5,4,4,2,3,4,2,3,5,3,4,4,4,3,5,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
930,2,4,3,3,1,3,2,4,6,6,1,2,1,3,4,3,4,4,2,4,3,8.0,6.0,2,2,1,4,1,3,1,3,7.2,1,0,1,1,1,2,1,1,1,1,1,1,4,3,2,4,5,5,4,5,5,5,3,3,4,3,4,4,1,1,1,3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
931,3,3,4,2,3,3,3,7,7,8,5,2,1,3,4,4,3,1,2,1,2,3.0,7.0,4,4,4,1,4,1,4,2,6.4,1,1,3,1,1,2,1,3,1,1,2,3,5,5,5,5,4,1,3,1,1,1,2,5,3,1,5,3,5,1,1,1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,20,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
932,2,4,4,3,3,4,4,6,7,7,1,2,3,4,5,5,2,5,4,3,3,5.0,10.0,3,3,4,2,1,2,3,3,7.0,0,0,1,1,1,2,1,1,3,1,2,1,5,4,3,3,4,3,3,2,3,1,3,5,3,3,3,2,1,1,1,5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,20,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
933,3,3,3,2,2,2,3,7,4,6,3,4,3,4,4,4,3,4,4,2,4,8.0,7.0,1,1,1,3,1,3,1,2,5.9,0,0,1,1,1,2,2,2,2,2,3,2,3,4,3,4,4,5,4,4,4,4,3,5,3,3,2,3,2,1,1,5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
934,3,4,3,3,3,4,4,6,6,7,4,5,4,5,5,5,5,5,5,5,2,9.0,9.0,2,2,2,3,1,4,2,3,7.0,0,0,2,1,1,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
