,Bevl_1,Bevl_2,Bevl_3,Burn1_1,Burn1_2,Burn1_3,Burn1_4,Mot_Stress_1,Mot_Stress_2,Mot_Stress_4,Onnodige_stress_1,Onnodige_stress_2,Onnodige_stress_3,Onnodige_stress_4,Onnodige_stress_5,Onnodige_stress_6,Onnodige_stress_7,Onnodige_stress_8,Onnodige_stress_9,Onnodige_stress_10,Leefst,Cantrill_1,Q297_1,Depr_1,Depr_2,Depr_3,Depr_4,Depr_5,Depr_6,Depr_7,Depr_8,Cijfer_huidig_1,Vertr,StopInt,Hulp_1,Hulp_2,Hulp_3,Bekendgebruik_1,Bekendgebruik_2,Bekendgebruik_3,Bekendgebruik_4,Bekendgebruik_5,Bekendgebruik_6,Bekendgebruik_7,Cogn_Eng1_1,Cogn_Eng1_2,Cogn_Eng1_3,Cogn_Eng1_4,Cogn_Eng1_5,Cogn_Eng1_6,Cogn_Eng2_1,Cogn_Eng2_2,Cogn_Eng2_3,Cogn_Eng2_4,Cogn_Eng2_5,Cogn_Eng2_6,Cogn_Eng2_7,Cogn_Eng2_8,Partici1_1,Partici1_2,Partici1_3,Partici1_4,Stopint2,Betrok_Ouders,Werk_1,Zorg_1,Zorg_2,Zorg_3,Zorg_4,Zorg_5,Zorg_6,Pres_1,Pres_2,Pres_12,Veer_1,Veer_2,Veer_3,Veer_4,Veer_5,Veer_6,Cogregiedocent_1,Cogregiedocent_2,Cogregiedocent_3,Cogregiedocent_4,Cogregiedocent_5,Cogregiedocent_6,Extr_eng2_1,Extr_eng2_2,Extr_eng2_3,Domein,Geslacht,Leeftijd,Locatie,Studiejaar,Uitwissel,Vooropleid,Woonsit
935,3,3,3,2,2,4,2,7,8,7,3,3,4,4,3,3,4,2,5,3,4,8.0,7.0,1,1,2,3,1,4,1,2,6.6,3,1,1,1,1,2,2,2,2,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,1,4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
936,2,4,2,1,1,1,3,8,5,8,4,4,4,4,4,4,2,4,4,3,5,7.0,7.0,1,2,2,3,2,3,2,1,6.5,0,0,2,1,1,2,2,2,2,1,1,1,3,4,3,5,5,5,5,5,5,5,4,5,4,4,2,1,5,5,1,4,18.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
937,3,3,2,3,4,4,4,6,7,6,5,3,1,3,,,,3,5,2,3,8.0,8.0,1,1,3,3,1,4,2,2,6.0,0,1,3,1,3,2,2,3,2,1,2,1,4,4,3,2,5,5,4,2,4,2,2,5,3,2,2,1,1,3,1,2,20.0,4,2,4,4,4,4,3,3,3,4,4,2,2,4,2,4,3,2,4,2,5,2,3,3,Creative Business (CB),Vrouw,19,Rotterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
938,3,5,4,3,3,3,3,6,8,8,2,3,2,5,5,3,5,1,3,5,4,6.0,8.0,2,3,2,1,2,1,2,2,7.2,2,0,1,1,1,2,1,2,1,1,1,1,5,5,3,5,5,5,3,4,4,1,1,3,2,4,1,1,1,1,1,5,12.0,5,2,1,1,1,1,5,4,5,2,5,5,4,4,3,4,4,2,3,4,2,5,3,3,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
939,3,3,3,4,3,3,4,5,9,4,5,5,3,5,5,5,4,4,5,4,4,8.0,9.0,2,4,3,2,1,3,3,3,6.0,2,0,3,1,1,2,1,2,1,1,1,1,4,4,3,5,3,2,2,3,4,2,2,5,3,3,3,1,2,1,1,3,16.0,4,3,4,5,1,4,5,4,2,2,5,5,5,1,5,4,4,3,4,4,4,4,1,2,"Business, Finance and Law (BFL)",Vrouw,24,Rotterdam,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
940,3,3,4,4,3,3,4,7,7,8,4,5,4,4,5,3,,3,2,2,2,5.0,6.0,2,3,3,3,2,3,2,2,7.7,0,1,3,1,1,2,1,1,1,1,3,3,4,4,3,4,3,4,4,3,4,4,1,3,1,3,3,1,1,1,,2,29.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Anders,19,Den Haag,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
941,1,3,4,3,5,5,5,7,8,7,1,1,2,3,3,3,4,5,4,1,3,5.0,5.0,2,4,4,2,2,2,2,4,6.2,1,1,3,1,1,2,2,2,1,1,1,1,4,5,4,4,4,3,3,3,3,3,3,5,3,3,1,1,1,1,1,5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,22,Den Haag,2,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
942,2,3,4,3,3,3,3,8,2,6,4,2,1,5,5,5,4,3,5,2,5,9.0,6.0,1,2,2,3,1,4,4,3,6.9,2,0,1,1,1,2,2,2,2,1,1,1,4,3,3,2,4,4,4,4,4,4,2,5,3,3,3,4,3,3,1,4,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,20,Delft,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
943,3,4,3,2,3,4,4,7,4,7,3,4,3,5,5,5,3,2,3,3,4,6.0,7.0,3,3,3,4,1,4,1,3,6.0,0,0,1,1,1,2,2,2,1,1,1,1,4,3,4,4,3,3,3,1,4,1,1,4,2,3,2,1,1,1,1,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,19,Delft,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
944,3,4,4,1,2,2,2,8,0,6,1,2,1,2,3,2,1,2,2,,5,10.0,6.0,1,1,1,4,1,4,1,2,6.0,2,0,1,1,1,2,2,2,2,1,1,1,2,2,1,3,5,5,5,5,3,4,3,5,3,3,1,1,2,1,1,3,23.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,19,Delft,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
945,2,3,3,2,1,1,4,6,2,6,1,1,1,2,1,1,3,1,1,,4,8.0,7.0,1,1,1,3,2,2,1,2,7.2,2,1,1,1,1,2,1,1,3,1,1,1,3,5,3,4,3,5,4,4,4,4,2,5,3,2,1,2,1,1,1,4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,21,Delft,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
946,1,2,2,5,5,5,5,1,10,1,5,3,4,4,5,5,5,5,5,4,1,3.0,6.0,4,4,4,1,4,1,4,4,7.0,2,1,3,1,1,2,1,3,1,1,1,1,3,2,5,4,2,2,3,2,2,3,2,3,2,2,2,1,1,1,1,1,24.0,5,3,4,4,1,4,4,2,3,2,5,5,2,2,4,2,4,3,3,3,2,3,3,3,"Agri, Food and Life Sciences (AFL)",Man,26,Delft,2,0,Mbo,Met een of enkele huisgenoten / vrienden (geen relatie)
947,4,4,4,4,4,4,3,7,9,6,4,4,2,4,4,4,1,3,3,3,5,8.0,7.0,3,3,1,3,2,2,2,3,8.0,0,0,1,1,3,2,1,3,2,1,1,1,4,5,3,3,3,3,4,3,3,3,4,5,4,4,4,4,3,2,1,4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,18,Delft,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
948,4,5,4,3,3,4,4,10,7,8,5,2,2,4,5,5,1,5,5,5,4,7.0,8.0,2,4,4,2,1,2,2,4,8.7,0,0,1,1,1,2,1,3,2,1,1,1,5,5,2,4,5,3,4,3,4,5,4,5,1,2,4,4,1,1,1,4,20.0,1,4,4,1,5,3,5,4,2,3,2,4,4,4,4,3,2,4,2,3,3,3,3,2,"Agri, Food and Life Sciences (AFL)",Vrouw,20,Delft,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
949,2,4,3,3,1,1,1,4,7,7,,2,2,2,4,3,2,1,2,3,4,6.0,7.0,2,3,4,2,3,2,2,4,7.0,0,0,1,1,1,2,1,1,1,1,1,1,4,5,3,5,4,4,4,4,4,4,3,5,3,4,3,4,1,5,1,3,24.0,3,4,2,2,4,2,4,3,2,4,3,3,4,3,3,4,2,4,4,4,4,4,4,4,Onderwijs en Innovatie (ONI),Vrouw,24,Dordrecht,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
950,4,4,4,2,3,3,1,8,3,7,1,3,1,2,2,3,1,2,4,1,4,8.0,6.0,1,1,2,1,1,1,1,2,7.0,0,0,1,1,1,2,2,2,2,1,1,1,5,4,2,4,4,4,4,4,4,4,2,4,3,3,3,2,2,3,1,4,23.0,3,3,2,2,1,2,4,4,4,4,2,2,2,4,2,4,4,3,3,4,4,4,4,4,Onderwijs en Innovatie (ONI),Vrouw,39,Dordrecht,2,0,Mbo,Anders
951,4,4,4,2,2,3,2,9,8,8,4,4,4,3,4,4,2,3,4,5,3,7.0,8.0,2,3,2,3,2,3,2,3,7.9,0,0,1,1,2,2,2,2,1,1,1,1,4,4,3,4,4,5,4,4,4,4,3,5,2,3,3,3,2,1,1,3,0.0,4,2,3,4,4,2,5,3,3,3,3,2,4,3,2,4,3,3,3,3,4,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
952,3,4,3,3,2,3,2,8,6,6,3,5,2,4,4,5,1,4,4,3,4,7.0,7.0,2,1,2,3,2,3,1,3,7.5,0,0,1,1,1,2,1,3,2,1,1,1,4,5,3,4,3,4,3,3,4,2,2,3,3,4,2,1,1,2,1,3,30.0,2,4,4,2,3,4,4,3,3,2,4,4,5,3,4,3,4,4,2,3,2,3,1,1,Creative Business (CB),Vrouw,21,Amsterdam,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
953,3,4,4,1,1,2,1,8,3,7,1,3,2,3,3,2,2,1,3,2,4,8.0,7.0,1,1,1,4,1,3,1,1,7.0,0,0,1,1,2,2,2,3,3,1,3,1,4,4,2,4,5,5,3,3,2,3,2,5,3,4,2,2,2,1,1,3,12.0,1,1,2,2,4,2,5,3,3,3,1,2,3,3,3,4,4,4,4,5,4,3,2,2,Creative Business (CB),Vrouw,21,Amsterdam,3,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
954,1,2,1,4,3,1,4,2,6,1,1,2,2,3,2,3,2,3,3,1,4,5.0,8.0,3,3,2,2,2,2,2,3,7.3,0,1,3,1,1,2,1,2,2,1,1,1,2,5,2,4,1,4,4,2,3,4,1,4,2,2,1,2,2,1,0,2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,20,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
955,2,3,3,3,3,3,3,6,7,5,3,3,4,5,5,4,,3,4,1,4,6.0,8.0,2,2,2,3,2,3,2,2,9.3,0,0,1,1,1,2,1,2,2,1,3,1,4,3,3,3,4,4,4,4,3,4,2,5,3,4,2,2,2,1,1,4,17.0,2,3,2,1,2,2,5,3,3,3,4,3,3,2,3,4,4,4,3,4,4,3,2,3,Creative Business (CB),Vrouw,20,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
956,3,4,3,3,4,4,4,7,6,7,4,4,4,4,4,4,4,4,4,5,4,6.0,7.0,2,2,2,2,2,2,2,2,8.0,3,1,2,2,2,2,3,3,3,1,1,1,3,3,4,4,3,4,4,4,4,4,3,5,3,5,4,4,4,4,1,2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,23,Amsterdam,3,1,Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels),Met mijn partner / een relatie
957,3,3,4,3,4,3,2,8,7,7,4,5,,4,5,3,,4,3,3,4,6.0,8.0,2,2,3,3,2,3,3,2,7.0,0,1,3,1,1,2,1,2,1,1,1,1,4,5,1,4,4,3,4,4,3,4,4,4,3,5,3,3,1,1,1,5,,4,2,2,4,3,1,5,4,1,3,4,4,4,2,4,4,3,4,3,3,4,4,3,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
958,1,3,3,1,1,3,3,5,5,6,1,2,1,1,1,1,1,1,1,1,4,8.0,8.0,1,1,1,3,1,4,1,1,7.5,0,0,1,1,1,2,2,2,1,1,1,1,4,5,3,5,5,5,5,5,5,2,5,5,3,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,24,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
959,4,5,5,3,2,4,3,9,6,7,4,4,3,5,4,5,1,4,5,2,3,7.0,6.0,3,3,1,3,1,3,2,3,8.4,0,0,1,1,1,2,1,2,1,1,1,1,5,4,2,4,4,3,4,3,2,2,4,4,4,3,2,3,1,1,1,1,8.0,1,3,2,3,4,2,5,3,1,3,3,2,4,2,4,4,4,4,4,3,3,4,3,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,3,0,Vwo,Met mijn partner / een relatie
960,2,4,4,3,3,4,4,6,4,7,4,4,3,3,5,4,1,2,3,3,4,7.0,8.0,2,3,4,3,1,2,1,4,7.9,0,0,1,1,1,2,2,3,2,1,1,1,4,4,1,2,4,4,4,4,4,4,3,4,3,3,3,3,1,1,1,4,8.0,2,3,4,4,4,3,4,3,3,3,2,4,4,3,4,3,4,3,4,4,3,4,4,4,Creative Business (CB),Vrouw,20,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
961,3,4,3,2,3,3,2,8,6,6,3,4,4,4,4,4,2,3,4,2,5,7.0,8.0,1,1,1,3,1,3,1,2,7.5,0,0,1,1,1,2,1,2,2,1,1,1,5,4,1,4,4,3,4,2,2,2,2,5,4,3,3,1,1,1,1,5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
962,3,3,2,3,3,3,4,6,8,5,4,3,3,3,4,5,3,3,5,1,4,7.0,7.0,2,2,2,2,2,2,2,3,6.0,0,0,1,1,1,2,1,1,2,1,1,1,4,5,3,5,2,3,4,2,2,4,2,5,3,4,1,1,2,1,1,4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,21,Amsterdam,3,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
963,1,3,3,5,5,5,4,7,10,4,1,1,1,3,4,4,3,4,4,2,4,2.0,6.0,3,4,2,1,2,1,3,4,7.5,1,0,3,1,3,2,1,1,1,1,1,1,3,5,3,5,3,3,4,3,4,4,2,5,2,3,1,1,1,1,1,1,27.0,5,3,4,5,5,2,5,3,4,3,5,5,4,1,4,2,2,3,4,4,3,5,3,4,"Business, Finance and Law (BFL)",Man,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
964,3,4,4,1,1,1,1,9,2,8,1,1,1,1,1,1,1,1,1,1,5,9.0,6.0,1,1,2,3,1,3,1,1,7.1,0,0,1,1,1,2,1,2,1,1,1,1,4,5,1,4,4,5,3,4,3,1,3,5,3,4,1,3,1,1,1,4,10.0,1,1,1,1,2,1,3,2,1,4,2,2,2,3,2,5,4,3,4,4,4,5,5,5,"Gezondheid, Sport en Welzijn (GSW)",Man,20,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
965,3,4,4,4,3,2,3,7,8,7,3,3,2,3,5,3,1,1,4,,3,7.0,7.0,3,3,2,3,2,2,2,2,8.3,1,0,2,1,1,2,1,2,1,1,1,1,4,5,2,5,4,4,4,4,4,4,3,5,3,3,3,3,1,2,1,4,12.0,4,3,2,3,4,4,4,3,2,3,3,4,4,3,4,4,3,4,3,4,3,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
966,2,2,2,1,1,1,1,7,2,2,3,3,1,3,3,3,2,2,3,1,4,8.0,9.0,1,1,3,3,1,3,1,2,6.6,0,1,1,1,1,2,2,2,3,2,3,2,3,2,3,5,1,5,4,4,3,4,4,5,5,3,5,1,1,3,1,4,22.0,3,4,5,4,4,4,4,3,4,4,2,2,2,4,2,3,4,4,4,4,3,4,2,2,"Business, Finance and Law (BFL)",Man,22,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
967,2,3,2,3,2,2,2,7,6,5,1,2,2,4,4,3,1,2,3,2,5,8.0,7.0,1,2,2,3,2,3,1,1,6.5,0,0,2,1,1,2,1,2,2,1,1,1,3,4,3,4,4,4,2,3,3,2,2,5,3,4,2,1,1,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,19,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
968,4,4,2,2,2,4,3,6,6,6,3,5,4,5,4,2,1,2,2,2,4,6.0,6.0,2,2,1,2,2,3,1,2,7.5,2,0,1,1,1,2,2,3,1,1,2,3,4,4,3,5,4,3,3,3,3,3,3,5,4,4,3,3,3,1,1,3,0.0,4,4,4,5,1,3,4,3,3,4,2,2,4,4,2,4,4,4,3,4,3,3,2,2,Onderwijs en Innovatie (ONI),Vrouw,45,Alkmaar,3,0,Havo,Anders
969,3,3,3,3,3,2,3,6,6,6,2,3,3,5,5,5,,4,4,1,4,9.0,7.0,1,1,1,4,1,4,1,2,6.4,0,1,1,1,1,2,1,2,3,1,1,1,4,4,3,4,3,3,4,3,4,4,2,5,3,4,4,3,2,2,1,4,11.0,2,3,5,2,4,3,4,3,3,4,2,2,2,4,2,4,3,3,3,4,4,3,3,3,"Business, Finance and Law (BFL)",Vrouw,19,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
970,3,4,3,2,1,2,2,7,6,7,,1,1,2,3,2,,3,3,,4,8.0,7.0,2,1,1,3,1,3,2,1,6.7,0,0,1,1,1,2,1,1,1,1,1,1,4,5,2,5,5,5,5,5,5,3,3,4,3,5,3,1,1,1,1,4,15.0,1,1,3,3,4,4,4,3,2,5,2,2,2,3,3,5,4,4,5,5,5,5,3,3,"Business, Finance and Law (BFL)",Man,20,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
971,3,3,4,4,4,4,3,7,8,6,4,4,4,5,5,4,5,4,5,3,4,3.0,6.0,2,3,4,2,3,2,3,3,7.1,0,1,1,2,2,2,2,2,2,1,1,1,5,5,2,4,2,1,5,3,5,5,2,5,5,4,5,4,3,2,,1,8.0,4,4,5,5,4,5,5,4,1,4,3,3,4,3,2,2,4,4,2,3,4,3,2,2,"Business, Finance and Law (BFL)",Man,23,Haarlem,3,0,Havo,Anders
972,4,4,4,4,4,3,3,8,8,7,2,2,2,2,2,2,2,2,3,1,4,8.0,5.0,2,2,2,3,1,3,1,2,8.5,1,0,1,1,1,2,3,3,3,1,1,1,4,4,4,5,4,4,4,4,4,3,3,5,4,4,3,3,2,2,1,2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Man,23,Haarlem,3,0,Havo,Alleen
973,3,4,4,2,1,4,3,9,4,8,4,4,3,,3,,,1,1,2,3,9.0,6.0,1,1,2,4,1,4,2,2,8.0,0,0,2,1,1,2,1,3,3,1,3,1,4,4,2,4,5,4,4,4,4,3,3,5,3,3,4,4,4,3,1,4,11.0,1,1,4,1,4,2,5,3,2,4,3,2,2,3,2,4,5,4,4,5,4,5,3,3,Creative Business (CB),Anders,20,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
974,3,4,4,3,3,2,3,9,8,6,3,4,3,4,4,4,4,4,5,3,4,4.0,7.0,4,3,3,2,3,2,3,3,7.2,0,0,3,3,3,2,2,2,1,1,2,1,5,5,3,4,4,4,4,4,4,4,3,4,3,3,3,2,4,3,1,4,0.0,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,5,2,3,"Business, Finance and Law (BFL)",Vrouw,21,Rotterdam,3,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
975,3,4,2,2,2,2,3,7,8,6,2,3,,4,5,4,3,2,3,2,4,8.0,7.0,2,2,2,3,1,4,2,2,7.7,2,0,2,1,1,2,2,2,1,1,1,1,3,4,3,4,4,5,4,3,3,3,3,5,3,4,2,1,2,2,1,4,12.0,2,1,3,3,2,2,5,3,2,4,3,3,4,4,3,4,4,3,3,4,4,3,3,3,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
976,2,2,2,4,3,4,4,6,6,5,3,4,3,4,4,4,3,3,4,5,4,7.0,6.0,2,2,2,3,2,3,1,2,7.1,0,1,1,1,1,2,1,2,2,1,2,1,4,4,2,3,1,2,1,1,1,3,1,4,1,1,1,1,1,1,1,5,10.0,1,1,2,2,4,4,5,2,3,4,2,2,3,4,2,3,3,3,2,3,3,3,1,1,Creative Business (CB),Vrouw,20,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
977,4,3,4,2,2,3,2,10,2,8,3,3,3,4,4,4,2,3,,,5,8.0,6.0,1,1,2,3,2,3,1,1,7.0,0,0,1,1,2,2,2,1,1,1,2,2,4,5,3,5,4,5,4,4,4,4,4,4,4,4,4,1,4,1,1,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,20,Rotterdam,3,0,Havo,Alleen
978,3,3,3,4,4,3,4,6,9,6,2,3,2,5,5,5,3,4,4,1,3,7.0,9.0,2,3,1,3,1,4,2,2,7.8,1,1,1,1,1,2,2,2,1,1,1,1,4,4,4,5,3,5,3,5,3,5,5,5,5,5,5,3,4,3,1,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,20,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
979,3,3,3,3,4,4,5,7,9,7,3,4,3,4,4,5,,4,4,3,2,6.0,6.0,2,3,2,3,2,2,2,3,6.0,0,0,1,1,1,2,1,1,1,1,2,1,4,4,3,4,4,5,4,4,4,4,3,5,3,3,3,1,1,1,1,2,20.0,4,3,4,5,1,5,5,4,3,3,4,3,5,2,4,3,4,3,2,3,3,3,1,3,Creative Business (CB),Vrouw,22,Rotterdam,3,0,Mbo,Met mijn partner / een relatie
980,2,3,3,4,2,4,5,6,8,6,5,4,2,5,5,5,3,5,4,4,5,4.0,6.0,3,4,3,2,4,2,3,4,7.5,0,1,1,1,1,2,2,3,1,1,1,1,3,4,1,3,2,2,2,1,4,3,4,4,2,3,3,1,1,1,1,4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,20,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
981,1,3,2,4,3,4,4,3,6,4,3,5,3,,5,,2,,,2,1,4.0,6.0,1,4,4,2,3,2,2,4,7.9,0,1,1,1,1,2,1,2,3,1,3,1,4,3,4,4,4,4,3,3,4,4,2,5,3,2,2,3,4,3,1,4,20.0,4,1,4,5,4,5,2,4,2,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,20,Rotterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
982,3,4,3,2,2,2,3,8,6,7,4,3,4,4,4,5,,2,3,3,4,7.0,8.0,2,2,2,3,1,3,2,2,7.5,0,0,2,1,1,2,2,2,1,1,1,1,4,4,2,4,4,4,4,2,3,4,2,4,3,3,2,4,2,1,1,4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,23,Den Haag,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
983,3,3,3,3,2,2,3,7,6,7,3,3,,2,3,3,1,4,4,1,4,8.0,7.0,1,2,2,3,2,3,1,2,6.3,0,0,1,1,1,2,1,2,1,1,3,1,3,5,3,4,5,5,4,3,2,4,3,5,5,4,3,1,3,1,1,2,10.0,3,3,4,2,4,3,3,4,3,3,3,3,3,2,3,3,5,5,4,4,3,4,2,1,"Business, Finance and Law (BFL)",Man,24,Den Haag,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
984,1,3,4,4,4,5,4,6,8,4,2,3,,,3,4,2,3,,,4,6.0,8.0,3,4,4,2,2,2,3,4,7.1,0,1,3,1,2,2,1,1,1,1,1,1,4,4,3,4,3,3,3,2,3,2,2,5,3,2,1,1,1,1,1,5,9.0,4,3,3,5,4,1,5,3,3,2,4,4,5,1,4,4,4,3,3,4,3,3,2,2,Onderwijs en Innovatie (ONI),Vrouw,23,Dordrecht,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
985,3,4,3,4,4,3,4,10,8,7,2,2,2,2,4,3,2,2,5,1,4,7.0,9.0,2,3,2,3,2,3,2,3,6.9,0,1,1,1,3,2,2,2,1,1,1,1,5,4,3,5,5,5,5,4,5,4,3,5,5,3,4,3,4,5,1,4,8.0,4,4,4,4,1,1,5,5,4,4,3,3,4,2,3,5,2,4,3,5,4,4,2,2,Verloskunde Academie,Vrouw,24,Groningen (Verloskunde Academie),3,0,Havo,Met een of enkele huisgenoten / vrienden (geen relatie)
986,2,4,3,3,4,3,4,6,7,7,2,2,2,3,3,3,3,3,3,3,4,7.0,7.0,1,2,2,3,1,3,1,2,6.0,3,0,1,1,2,2,3,2,1,1,1,1,4,5,3,5,5,5,5,5,5,5,4,5,4,4,3,1,2,2,1,3,8.0,2,2,2,3,4,2,4,4,2,4,3,4,4,2,3,3,4,5,4,4,3,4,1,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
987,3,4,2,4,4,4,4,4,7,4,5,5,2,5,5,5,2,4,5,4,4,7.0,8.0,3,3,3,2,2,2,3,3,8.0,0,1,1,1,1,2,2,2,2,2,2,2,3,5,3,4,2,2,2,2,3,2,3,4,3,3,2,3,2,2,1,5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,23,Amsterdam,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
988,4,4,4,3,2,4,3,8,6,8,4,4,4,3,5,4,2,3,4,2,4,8.0,7.0,1,2,2,4,1,4,2,2,7.6,0,0,1,1,1,2,1,2,1,1,1,1,5,5,2,4,4,4,4,4,3,3,3,5,3,3,4,2,2,1,1,3,10.0,1,1,2,1,2,3,5,4,3,4,3,2,5,3,4,3,4,3,4,4,3,4,3,3,"Agri, Food and Life Sciences (AFL)",Vrouw,21,Amsterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
989,2,3,4,4,4,4,4,6,8,5,3,5,3,3,5,5,5,4,5,3,2,6.0,8.0,3,3,3,2,3,2,4,3,7.0,0,0,2,3,3,2,1,3,1,1,1,1,5,5,2,5,5,5,4,4,5,4,2,5,3,4,2,1,1,1,1,4,12.0,2,4,3,4,5,3,5,4,4,2,5,4,5,1,4,5,4,4,4,5,4,3,2,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,27,Amsterdam,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
